tm,DVm,PVm
1.940000000000000000e+02,1.000000000000000000e+00,2.174999999999995270e-01
1.950000000000000000e+02,1.000000000000000000e+00,2.174999999999995270e-01
1.960000000000000000e+02,1.000000000000000000e+00,2.174999999999995270e-01
1.970000000000000000e+02,1.000000000000000000e+00,2.174999999999995270e-01
1.980000000000000000e+02,1.000000000000000000e+00,2.174999999999995270e-01
1.990000000000000000e+02,1.000000000000000000e+00,2.182499999999995555e-01
2.000000000000000000e+02,1.000000000000000000e+00,2.200000000000001121e-01
2.010000000000000000e+02,1.000000000000000000e+00,2.255000000000000893e-01
2.020000000000000000e+02,1.000000000000000000e+00,2.255000000000000893e-01
2.030000000000000000e+02,1.000000000000000000e+00,2.255000000000000893e-01
2.040000000000000000e+02,1.000000000000000000e+00,2.255000000000000893e-01
2.050000000000000000e+02,1.000000000000000000e+00,2.287499999999996203e-01
2.060000000000000000e+02,1.000000000000000000e+00,2.312500000000001776e-01
2.070000000000000000e+02,1.000000000000000000e+00,2.294999999999996487e-01
2.080000000000000000e+02,1.000000000000000000e+00,2.337500000000000411e-01
2.090000000000000000e+02,1.000000000000000000e+00,2.337500000000000411e-01
2.100000000000000000e+02,1.000000000000000000e+00,2.337500000000000411e-01
2.110000000000000000e+02,1.000000000000000000e+00,2.337500000000000411e-01
2.120000000000000000e+02,1.000000000000000000e+00,2.337500000000000411e-01
2.130000000000000000e+02,1.000000000000000000e+00,2.345000000000000695e-01
2.140000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
2.150000000000000000e+02,1.000000000000000000e+00,2.410000000000001863e-01
2.160000000000000000e+02,1.000000000000000000e+00,2.417500000000002147e-01
2.170000000000000000e+02,1.000000000000000000e+00,2.417500000000002147e-01
2.180000000000000000e+02,1.000000000000000000e+00,2.417500000000002147e-01
2.190000000000000000e+02,1.000000000000000000e+00,2.417500000000002147e-01
2.200000000000000000e+02,1.000000000000000000e+00,2.417500000000002147e-01
2.210000000000000000e+02,1.000000000000000000e+00,2.417500000000002147e-01
2.220000000000000000e+02,1.000000000000000000e+00,2.424999999999995492e-01
2.230000000000000000e+02,1.000000000000000000e+00,2.432499999999995777e-01
2.240000000000000000e+02,1.000000000000000000e+00,2.432499999999995777e-01
2.250000000000000000e+02,1.000000000000000000e+00,2.417500000000002147e-01
2.260000000000000000e+02,1.000000000000000000e+00,2.417500000000002147e-01
2.270000000000000000e+02,1.000000000000000000e+00,2.424999999999995492e-01
2.280000000000000000e+02,1.000000000000000000e+00,2.424999999999995492e-01
2.290000000000000000e+02,1.000000000000000000e+00,2.424999999999995492e-01
2.300000000000000000e+02,1.000000000000000000e+00,2.439999999999996061e-01
2.310000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.320000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.330000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.340000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.350000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.360000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.370000000000000000e+02,1.000000000000000000e+00,2.544999999999996154e-01
2.380000000000000000e+02,1.000000000000000000e+00,2.570000000000002283e-01
2.390000000000000000e+02,1.000000000000000000e+00,2.577499999999995350e-01
2.400000000000000000e+02,1.000000000000000000e+00,2.577499999999995350e-01
2.410000000000000000e+02,1.000000000000000000e+00,2.577499999999995350e-01
2.420000000000000000e+02,1.000000000000000000e+00,2.577499999999995350e-01
2.430000000000000000e+02,1.000000000000000000e+00,2.577499999999995350e-01
2.440000000000000000e+02,1.000000000000000000e+00,2.577499999999995350e-01
2.450000000000000000e+02,1.000000000000000000e+00,2.577499999999995350e-01
2.460000000000000000e+02,1.000000000000000000e+00,2.577499999999995350e-01
2.470000000000000000e+02,1.000000000000000000e+00,2.584999999999995635e-01
2.480000000000000000e+02,1.000000000000000000e+00,2.634999999999996234e-01
2.490000000000000000e+02,1.000000000000000000e+00,2.642499999999999849e-01
2.500000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
2.510000000000000000e+02,1.000000000000000000e+00,2.650000000000000133e-01
2.520000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
2.530000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
2.540000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
2.550000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
2.560000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
2.570000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
2.580000000000000000e+02,1.000000000000000000e+00,2.667500000000002092e-01
2.590000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
2.600000000000000000e+02,1.000000000000000000e+00,2.657500000000000417e-01
2.610000000000000000e+02,1.000000000000000000e+00,2.674999999999995159e-01
2.620000000000000000e+02,1.000000000000000000e+00,2.667500000000002092e-01
2.630000000000000000e+02,1.000000000000000000e+00,2.689999999999995728e-01
2.640000000000000000e+02,1.000000000000000000e+00,2.715000000000001856e-01
2.650000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
2.660000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
2.670000000000000000e+02,1.000000000000000000e+00,2.740000000000000213e-01
2.680000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
2.690000000000000000e+02,1.000000000000000000e+00,2.772499999999995524e-01
2.700000000000000000e+02,1.000000000000000000e+00,2.779999999999995808e-01
2.710000000000000000e+02,1.000000000000000000e+00,2.820000000000001950e-01
2.720000000000000000e+02,1.000000000000000000e+00,2.820000000000001950e-01
2.730000000000000000e+02,1.000000000000000000e+00,2.820000000000001950e-01
2.740000000000000000e+02,1.000000000000000000e+00,2.820000000000001950e-01
2.750000000000000000e+02,1.000000000000000000e+00,2.820000000000001950e-01
2.760000000000000000e+02,1.000000000000000000e+00,2.820000000000001950e-01
2.770000000000000000e+02,1.000000000000000000e+00,2.820000000000001950e-01
2.780000000000000000e+02,1.000000000000000000e+00,2.820000000000001950e-01
2.790000000000000000e+02,1.000000000000000000e+00,2.820000000000001950e-01
2.800000000000000000e+02,1.000000000000000000e+00,2.834999999999995302e-01
2.810000000000000000e+02,1.000000000000000000e+00,2.820000000000001950e-01
2.820000000000000000e+02,1.000000000000000000e+00,2.834999999999995302e-01
2.830000000000000000e+02,1.000000000000000000e+00,2.860000000000001430e-01
2.840000000000000000e+02,1.000000000000000000e+00,2.875000000000001998e-01
2.850000000000000000e+02,1.000000000000000000e+00,2.884999999999996456e-01
2.860000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
2.870000000000000000e+02,1.000000000000000000e+00,2.884999999999996456e-01
2.880000000000000000e+02,1.000000000000000000e+00,2.892500000000000071e-01
2.890000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
2.900000000000000000e+02,1.000000000000000000e+00,2.892500000000000071e-01
2.910000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
2.920000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
2.930000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
2.940000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
2.950000000000000000e+02,1.000000000000000000e+00,2.907500000000000639e-01
2.960000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
2.970000000000000000e+02,1.000000000000000000e+00,2.900000000000000355e-01
2.980000000000000000e+02,1.000000000000000000e+00,2.924999999999995381e-01
2.990000000000000000e+02,1.000000000000000000e+00,2.939999999999995950e-01
3.000000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.010000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.020000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.030000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.040000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.050000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.060000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.070000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.080000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.090000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.100000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.110000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.120000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.130000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.140000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.150000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.160000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.170000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.180000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.190000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.200000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.210000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.220000000000000000e+02,1.000000000000000000e+00,2.980000000000002092e-01
3.230000000000000000e+02,1.000000000000000000e+00,2.990000000000000435e-01
3.240000000000000000e+02,1.000000000000000000e+00,3.020000000000001572e-01
3.250000000000000000e+02,1.000000000000000000e+00,3.037499999999996314e-01
3.260000000000000000e+02,1.000000000000000000e+00,3.062500000000001887e-01
3.270000000000000000e+02,1.000000000000000000e+00,3.029999999999996030e-01
3.280000000000000000e+02,1.000000000000000000e+00,3.020000000000001572e-01
3.290000000000000000e+02,1.000000000000000000e+00,3.062500000000001887e-01
3.300000000000000000e+02,1.000000000000000000e+00,3.062500000000001887e-01
3.310000000000000000e+02,1.000000000000000000e+00,3.062500000000001887e-01
3.320000000000000000e+02,1.000000000000000000e+00,3.062500000000001887e-01
3.330000000000000000e+02,1.000000000000000000e+00,3.062500000000001887e-01
3.340000000000000000e+02,1.000000000000000000e+00,3.062500000000001887e-01
3.350000000000000000e+02,1.000000000000000000e+00,3.062500000000001887e-01
3.360000000000000000e+02,1.000000000000000000e+00,3.070000000000002172e-01
3.370000000000000000e+02,1.000000000000000000e+00,3.062500000000001887e-01
3.380000000000000000e+02,1.000000000000000000e+00,3.070000000000002172e-01
3.390000000000000000e+02,1.000000000000000000e+00,3.077499999999995239e-01
3.400000000000000000e+02,1.000000000000000000e+00,3.092499999999995808e-01
3.410000000000000000e+02,1.000000000000000000e+00,3.102500000000000813e-01
3.420000000000000000e+02,1.000000000000000000e+00,3.102500000000000813e-01
3.430000000000000000e+02,1.000000000000000000e+00,3.110000000000001097e-01
3.440000000000000000e+02,1.000000000000000000e+00,3.125000000000001665e-01
3.450000000000000000e+02,1.000000000000000000e+00,3.142500000000000293e-01
3.460000000000000000e+02,1.000000000000000000e+00,3.142500000000000293e-01
3.470000000000000000e+02,1.000000000000000000e+00,3.142500000000000293e-01
3.480000000000000000e+02,1.000000000000000000e+00,3.142500000000000293e-01
3.490000000000000000e+02,1.000000000000000000e+00,3.142500000000000293e-01
3.500000000000000000e+02,1.000000000000000000e+00,3.142500000000000293e-01
3.510000000000000000e+02,1.000000000000000000e+00,3.165000000000001146e-01
3.520000000000000000e+02,1.000000000000000000e+00,3.222500000000002029e-01
3.530000000000000000e+02,1.000000000000000000e+00,3.222500000000002029e-01
3.540000000000000000e+02,1.000000000000000000e+00,3.222500000000002029e-01
3.550000000000000000e+02,1.000000000000000000e+00,3.222500000000002029e-01
3.560000000000000000e+02,1.000000000000000000e+00,3.222500000000002029e-01
3.570000000000000000e+02,1.000000000000000000e+00,3.222500000000002029e-01
3.580000000000000000e+02,1.000000000000000000e+00,3.222500000000002029e-01
3.590000000000000000e+02,1.000000000000000000e+00,3.237499999999995381e-01
3.600000000000000000e+02,1.000000000000000000e+00,3.230000000000002314e-01
3.610000000000000000e+02,1.000000000000000000e+00,3.222500000000002029e-01
3.620000000000000000e+02,1.000000000000000000e+00,3.247500000000000386e-01
3.630000000000000000e+02,1.000000000000000000e+00,3.230000000000002314e-01
3.640000000000000000e+02,1.000000000000000000e+00,3.270000000000001239e-01
3.650000000000000000e+02,1.000000000000000000e+00,3.279999999999995697e-01
3.660000000000000000e+02,1.000000000000000000e+00,3.302500000000000435e-01
3.670000000000000000e+02,1.000000000000000000e+00,3.302500000000000435e-01
3.680000000000000000e+02,1.000000000000000000e+00,3.302500000000000435e-01
3.690000000000000000e+02,1.000000000000000000e+00,3.302500000000000435e-01
3.700000000000000000e+02,1.000000000000000000e+00,3.302500000000000435e-01
3.710000000000000000e+02,1.000000000000000000e+00,3.302500000000000435e-01
3.720000000000000000e+02,1.000000000000000000e+00,3.302500000000000435e-01
3.730000000000000000e+02,1.000000000000000000e+00,3.302500000000000435e-01
3.740000000000000000e+02,1.000000000000000000e+00,3.302500000000000435e-01
3.750000000000000000e+02,1.000000000000000000e+00,3.310000000000000719e-01
3.760000000000000000e+02,1.000000000000000000e+00,3.310000000000000719e-01
3.770000000000000000e+02,1.000000000000000000e+00,3.334999999999995746e-01
3.780000000000000000e+02,1.000000000000000000e+00,3.367500000000001603e-01
3.790000000000000000e+02,1.000000000000000000e+00,3.375000000000001887e-01
3.800000000000000000e+02,1.000000000000000000e+00,3.382500000000002172e-01
3.810000000000000000e+02,1.000000000000000000e+00,3.382500000000002172e-01
3.820000000000000000e+02,1.000000000000000000e+00,3.382500000000002172e-01
3.830000000000000000e+02,1.000000000000000000e+00,3.382500000000002172e-01
3.840000000000000000e+02,1.000000000000000000e+00,3.382500000000002172e-01
3.850000000000000000e+02,1.000000000000000000e+00,3.382500000000002172e-01
3.860000000000000000e+02,1.000000000000000000e+00,3.382500000000002172e-01
