tm,MVm,PVm
3.430000000000000000e+02,1.000000000000000000e+00,4.285000000000002141e-01
3.440000000000000000e+02,1.000000000000000000e+00,4.294999999999996598e-01
3.450000000000000000e+02,1.000000000000000000e+00,4.302500000000000213e-01
3.460000000000000000e+02,1.000000000000000000e+00,4.310000000000000497e-01
3.470000000000000000e+02,1.000000000000000000e+00,4.310000000000000497e-01
3.480000000000000000e+02,1.000000000000000000e+00,4.310000000000000497e-01
3.490000000000000000e+02,1.000000000000000000e+00,4.302500000000000213e-01
3.500000000000000000e+02,1.000000000000000000e+00,4.230000000000002092e-01
3.510000000000000000e+02,1.000000000000000000e+00,4.230000000000002092e-01
3.520000000000000000e+02,1.000000000000000000e+00,4.230000000000002092e-01
3.530000000000000000e+02,1.000000000000000000e+00,4.230000000000002092e-01
3.540000000000000000e+02,1.000000000000000000e+00,4.230000000000002092e-01
3.550000000000000000e+02,1.000000000000000000e+00,4.230000000000002092e-01
3.560000000000000000e+02,1.000000000000000000e+00,4.222500000000001807e-01
3.570000000000000000e+02,1.000000000000000000e+00,4.230000000000002092e-01
3.580000000000000000e+02,1.000000000000000000e+00,4.230000000000002092e-01
3.590000000000000000e+02,1.000000000000000000e+00,4.230000000000002092e-01
3.600000000000000000e+02,1.000000000000000000e+00,4.230000000000002092e-01
3.610000000000000000e+02,1.000000000000000000e+00,4.230000000000002092e-01
3.620000000000000000e+02,1.000000000000000000e+00,4.230000000000002092e-01
3.630000000000000000e+02,1.000000000000000000e+00,4.262500000000001288e-01
3.640000000000000000e+02,1.000000000000000000e+00,4.294999999999996598e-01
3.650000000000000000e+02,1.000000000000000000e+00,4.310000000000000497e-01
3.660000000000000000e+02,1.000000000000000000e+00,4.310000000000000497e-01
3.670000000000000000e+02,1.000000000000000000e+00,4.310000000000000497e-01
3.680000000000000000e+02,1.000000000000000000e+00,4.317500000000000782e-01
3.690000000000000000e+02,1.000000000000000000e+00,4.357499999999996376e-01
3.700000000000000000e+02,1.000000000000000000e+00,4.389999999999995017e-01
3.710000000000000000e+02,1.000000000000000000e+00,4.367500000000001381e-01
3.720000000000000000e+02,1.000000000000000000e+00,4.334999999999995524e-01
3.730000000000000000e+02,1.000000000000000000e+00,4.367500000000001381e-01
3.740000000000000000e+02,1.000000000000000000e+00,4.389999999999995017e-01
3.750000000000000000e+02,1.000000000000000000e+00,4.389999999999995017e-01
3.760000000000000000e+02,1.000000000000000000e+00,4.325000000000001066e-01
3.770000000000000000e+02,1.000000000000000000e+00,4.334999999999995524e-01
3.780000000000000000e+02,1.000000000000000000e+00,4.382500000000001950e-01
3.790000000000000000e+02,1.000000000000000000e+00,4.310000000000000497e-01
3.800000000000000000e+02,1.000000000000000000e+00,4.310000000000000497e-01
3.810000000000000000e+02,1.000000000000000000e+00,4.310000000000000497e-01
3.820000000000000000e+02,1.000000000000000000e+00,4.310000000000000497e-01
3.830000000000000000e+02,1.000000000000000000e+00,4.310000000000000497e-01
3.840000000000000000e+02,1.000000000000000000e+00,4.317500000000000782e-01
3.850000000000000000e+02,1.000000000000000000e+00,4.334999999999995524e-01
3.860000000000000000e+02,1.000000000000000000e+00,4.357499999999996376e-01
